100,2,1,34,1,0,2,26,0,0
101,3,0,28,0,0,1,8,0,0
103,1,1,21,0,1,2,77,0,0
104,3,1,33,0,0,1,9,0,0
105,3,1,37,2,0,3,8,0,0
106,3,1,28,0,0,1,8,0,0
107,3,0,21,0,0,1,8,0,1
109,3,1,38,0,0,1,8,0,0
111,1,1,47,0,0,1,52,0,0
112,3,0,14,1,0,2,14,2,0
113,3,1,22,0,0,1,8,0,0
114,3,0,20,1,0,2,10,0,0
115,3,0,17,0,0,1,14,2,0
116,3,1,21,0,0,1,8,0,0
117,3,1,70,0,0,1,8,1,0
118,2,1,29,1,0,2,21,0,0
119,1,1,24,0,1,2,248,2,0
120,3,0,2,4,2,7,31,0,0
121,2,1,21,2,0,3,74,0,0
123,2,1,33,1,0,2,30,2,0
124,2,0,33,0,0,1,13,0,1
125,1,1,54,0,1,2,77,0,0
126,3,1,12,1,0,2,11,2,1
128,3,1,24,0,0,1,7,0,1
130,3,1,45,0,0,1,7,0,0
131,3,1,33,0,0,1,8,2,0
132,3,1,20,0,0,1,7,0,0
133,3,0,47,1,0,2,15,0,0
134,2,0,29,1,0,2,26,0,1
135,2,1,25,0,0,1,13,0,0
136,2,1,23,0,0,1,15,2,0
137,1,0,19,0,2,3,26,0,1
138,1,1,37,1,0,2,53,0,0
139,3,1,16,0,0,1,9,0,0
140,1,1,24,0,0,1,79,2,0
142,3,0,22,0,0,1,8,0,1
143,3,0,24,1,0,2,16,0,1
144,3,1,19,0,0,1,7,1,0
145,2,1,18,0,0,1,12,0,0
146,2,1,19,1,1,3,37,0,0
147,3,1,27,0,0,1,8,0,1
148,3,0,9,2,2,5,34,0,0
149,2,1,37,0,2,3,26,0,0
150,2,1,42,0,0,1,13,0,0
151,2,1,51,0,0,1,13,0,0
152,1,0,22,1,0,2,67,0,1
153,3,1,56,0,0,1,8,0,0
154,3,1,41,0,2,3,15,0,0
155,3,1,0,0,0,1,7,0,0
156,1,1,51,0,1,2,61,2,0
157,3,0,16,0,0,1,8,1,1
158,3,1,30,0,0,1,8,0,0
159,3,1,0,0,0,1,9,0,0
160,3,1,0,8,2,11,70,0,0
161,3,1,44,0,1,2,16,0,0
162,2,0,40,0,0,1,16,0,1
163,3,1,26,0,0,1,8,0,0
164,3,1,17,0,0,1,9,0,0
165,3,1,1,4,1,6,40,0,0
166,3,1,9,0,2,3,21,0,1
167,1,0,0,0,1,2,55,0,1
168,3,0,45,1,4,6,28,0,0
169,1,1,0,0,0,1,26,0,0
170,3,1,28,0,0,1,56,0,0
171,1,1,61,0,0,1,34,0,0
172,3,1,4,4,1,6,29,1,0
173,3,0,1,1,1,3,11,0,1
174,3,1,21,0,0,1,8,0,0
175,1,1,56,0,0,1,31,2,0
176,3,1,18,1,1,3,8,0,0
177,3,1,0,3,1,5,25,0,0
178,1,0,50,0,0,1,29,2,0
179,2,1,30,0,0,1,13,0,0
180,3,1,36,0,0,1,0,0,0
181,3,0,0,8,2,11,70,0,0
182,2,1,0,0,0,1,15,2,0
183,3,1,9,4,2,7,31,0,0
184,2,1,1,2,1,4,39,0,1
185,3,0,4,0,2,3,22,0,1
186,1,1,0,0,0,1,50,0,0
187,3,0,0,1,0,2,16,1,1
188,1,1,45,0,0,1,27,0,1
189,3,1,40,1,1,3,16,1,0
190,3,1,36,0,0,1,8,0,0
191,2,0,32,0,0,1,13,0,1
192,2,1,19,0,0,1,13,0,0
193,3,0,19,1,0,2,8,0,1
194,2,1,3,1,1,3,26,0,1
195,1,0,44,0,0,1,28,2,1
196,1,0,58,0,0,1,147,2,1
197,3,1,0,0,0,1,8,1,0
198,3,1,42,0,1,2,8,0,0
199,3,0,0,0,0,1,8,1,1
200,2,0,24,0,0,1,13,0,0
201,3,1,28,0,0,1,10,0,0
202,3,1,0,8,2,11,70,0,0
203,3,1,34,0,0,1,6,0,0
204,3,1,46,0,0,1,7,2,0
205,3,1,18,0,0,1,8,0,1
206,3,0,2,0,1,2,10,0,0
207,3,1,32,1,0,2,16,0,0
208,3,1,26,0,0,1,19,2,1
209,3,0,16,0,0,1,8,1,1
210,1,1,40,0,0,1,31,2,1
211,3,1,24,0,0,1,7,0,0
212,2,0,35,0,0,1,21,0,1
213,3,1,22,0,0,1,7,0,0
214,2,1,30,0,0,1,13,0,0
215,3,1,0,1,0,2,8,1,0
216,1,0,31,1,0,2,113,2,1
217,3,0,27,0,0,1,8,0,1
218,2,1,42,1,0,2,27,0,0
219,1,0,32,0,0,1,76,2,1
220,2,1,30,0,0,1,11,0,0
221,3,1,16,0,0,1,8,0,1
222,2,1,27,0,0,1,13,0,0
223,3,1,51,0,0,1,8,0,0
224,3,1,0,0,0,1,8,0,0
225,1,1,38,1,0,2,90,0,1
226,3,1,22,0,0,1,9,0,0
227,2,1,19,0,0,1,11,0,1
228,3,1,21,0,0,1,7,0,0
229,2,1,18,0,0,1,13,0,0
230,3,0,0,3,1,5,25,0,0
231,1,0,35,1,0,2,83,0,1
232,3,1,29,0,0,1,8,0,0
233,2,1,59,0,0,1,14,0,0
234,3,0,5,4,2,7,31,0,1
235,2,1,24,0,0,1,11,0,0
236,3,0,0,0,0,1,8,0,0
237,2,1,44,1,0,2,26,0,0
238,2,0,8,0,2,3,26,0,1
239,2,1,19,0,0,1,11,0,0
240,2,1,33,0,0,1,12,0,0
241,3,0,0,1,0,2,14,2,0
242,3,0,0,1,0,2,16,1,1
243,2,1,29,0,0,1,11,0,0
244,3,1,22,0,0,1,7,0,0
245,3,1,30,0,0,1,7,2,0
246,1,1,44,2,0,3,90,1,0
247,3,0,25,0,0,1,8,0,0
248,2,0,24,0,2,3,15,0,1
249,1,1,37,1,1,3,53,0,1
250,2,1,54,1,0,2,26,0,0
251,3,1,0,0,0,1,7,0,0
252,3,0,29,1,1,3,10,0,0
253,1,1,62,0,0,1,27,0,0
254,3,1,30,1,0,2,16,0,0
255,3,0,41,0,2,3,20,0,0
256,3,0,29,0,2,3,15,2,1
257,1,0,0,0,0,1,79,2,1
258,1,0,30,0,0,1,87,0,1
259,1,0,35,0,0,1,512,2,1
260,2,0,50,0,1,2,26,0,1
261,3,1,0,0,0,1,8,1,0
262,3,1,3,4,2,7,31,0,1
263,1,1,52,1,1,3,80,0,0
264,1,1,40,0,0,1,0,0,0
265,3,0,0,0,0,1,8,1,0
266,2,1,36,0,0,1,11,0,0
267,3,1,16,4,1,6,40,0,0
268,3,1,25,1,0,2,8,0,1
269,1,0,58,0,1,2,153,0,1
270,1,0,35,0,0,1,136,0,1
271,1,1,0,0,0,1,31,0,0
272,3,1,25,0,0,1,0,0,1
273,2,0,41,0,1,2,20,0,1
274,1,1,37,0,1,2,30,2,0
275,3,0,0,0,0,1,8,1,1
276,1,0,63,1,0,2,78,0,1
277,3,0,45,0,0,1,8,0,0
278,2,1,0,0,0,1,0,0,0
279,3,1,7,4,1,6,29,1,0
280,3,0,35,1,1,3,20,0,1
281,3,1,65,0,0,1,8,1,0
282,3,1,28,0,0,1,8,0,0
283,3,1,16,0,0,1,10,0,0
284,3,1,19,0,0,1,8,0,1
285,1,1,0,0,0,1,26,0,0
286,3,1,33,0,0,1,9,2,0
287,3,1,30,0,0,1,10,0,1
288,3,1,22,0,0,1,8,0,0
289,2,1,42,0,0,1,13,0,1
290,3,0,22,0,0,1,8,1,1
291,1,0,26,0,0,1,79,0,1
292,1,0,19,1,0,2,91,2,1
293,2,1,36,0,0,1,13,2,0
294,3,0,24,0,0,1,9,0,0
295,3,1,24,0,0,1,8,0,0
296,1,1,0,0,0,1,28,2,0
297,3,1,24,0,0,1,7,2,0
298,1,0,2,1,2,4,152,0,0
299,1,1,0,0,0,1,31,0,1
300,1,0,50,0,1,2,248,2,1
301,3,0,0,0,0,1,8,1,1
302,3,1,0,2,0,3,23,1,1
303,3,1,19,0,0,1,0,0,0
304,2,0,0,0,0,1,12,1,1
305,3,1,0,0,0,1,8,0,0
306,1,1,1,1,2,4,152,0,1
307,1,0,0,0,0,1,111,2,1
308,1,0,17,1,0,2,109,2,1
309,2,1,30,1,0,2,24,2,0
310,1,0,30,0,0,1,57,2,1
311,1,0,24,0,0,1,83,2,1
312,1,0,18,2,2,5,262,2,1
313,2,0,26,1,1,3,26,0,0
314,3,1,28,0,0,1,8,0,0
315,2,1,43,1,1,3,26,0,0
316,3,0,26,0,0,1,8,0,1
317,2,0,24,1,0,2,26,0,1
318,2,1,54,0,0,1,14,0,0
319,1,0,31,0,2,3,165,0,1
320,1,0,40,1,1,3,135,2,1
321,3,1,22,0,0,1,7,0,0
322,3,1,27,0,0,1,8,0,0
323,2,0,30,0,0,1,12,1,1
324,2,0,22,1,1,3,29,0,1
325,3,1,0,8,2,11,70,0,0
326,1,0,36,0,0,1,136,2,1
327,3,1,61,0,0,1,6,0,0
328,2,0,36,0,0,1,13,0,1
329,3,0,31,1,1,3,21,0,1
330,1,0,16,0,1,2,58,2,1
331,3,0,0,2,0,3,23,1,1
332,1,1,46,0,0,1,29,0,0
333,1,1,38,0,1,2,153,0,0
334,3,1,16,2,0,3,18,0,0
335,1,0,0,1,0,2,134,0,1
336,3,1,0,0,0,1,8,0,0
337,1,1,29,1,0,2,67,0,0
338,1,0,41,0,0,1,135,2,1
339,3,1,45,0,0,1,8,0,1
340,1,1,45,0,0,1,36,0,0
341,2,1,2,1,1,3,26,0,1
342,1,0,24,3,2,6,263,0,1
343,2,1,28,0,0,1,13,0,0
344,2,1,25,0,0,1,13,0,0
345,2,1,36,0,0,1,13,0,0
346,2,0,24,0,0,1,13,0,1
347,2,0,40,0,0,1,13,0,1
348,3,0,0,1,0,2,16,0,1
349,3,1,3,1,1,3,16,0,1
350,3,1,42,0,0,1,9,0,0
351,3,1,23,0,0,1,9,0,0
352,1,1,0,0,0,1,35,0,0
353,3,1,15,1,1,3,7,2,0
354,3,1,25,1,0,2,18,0,0
355,3,1,0,0,0,1,7,2,0
356,3,1,28,0,0,1,10,0,0
357,1,0,22,0,1,2,55,0,1
358,2,0,38,0,0,1,13,0,0
359,3,0,0,0,0,1,8,1,1
360,3,0,0,0,0,1,8,1,1
361,3,1,40,1,4,6,28,0,0
362,2,1,29,1,0,2,28,2,0
363,3,0,45,0,1,2,14,2,0
364,3,1,35,0,0,1,7,0,0
365,3,1,0,1,0,2,16,1,0
366,3,1,30,0,0,1,7,0,0
367,1,0,60,1,0,2,75,2,1
368,3,0,0,0,0,1,7,2,1
369,3,0,0,0,0,1,8,1,1
370,1,0,24,0,0,1,69,2,1
371,1,1,25,1,0,2,55,2,1
372,3,1,18,1,0,2,6,0,0
373,3,1,19,0,0,1,8,0,0
374,1,1,22,0,0,1,136,2,0
375,3,0,3,3,1,5,21,0,0
376,1,0,0,1,0,2,82,2,1
377,3,0,22,0,0,1,7,0,1
378,1,1,27,0,2,3,212,2,0
379,3,1,20,0,0,1,4,2,0
380,3,1,19,0,0,1,8,0,0
381,1,0,42,0,0,1,228,2,1
382,3,0,1,0,2,3,16,2,1
383,3,1,32,0,0,1,8,0,0
384,1,0,35,1,0,2,52,0,1
385,3,1,0,0,0,1,8,0,0
386,2,1,18,0,0,1,74,0,0
387,3,1,1,5,2,8,47,0,0
388,2,0,36,0,0,1,13,0,1
389,3,1,0,0,0,1,8,1,0
390,2,0,17,0,0,1,12,2,1
391,1,1,36,1,2,4,120,0,1
392,3,1,21,0,0,1,8,0,1
393,3,1,28,2,0,3,8,0,0
394,1,0,23,1,0,2,113,2,1
395,3,0,24,0,2,3,17,0,1
396,3,1,22,0,0,1,8,0,0
397,3,0,31,0,0,1,8,0,0
398,2,1,46,0,0,1,26,0,0
399,2,1,23,0,0,1,11,0,0
400,2,0,28,0,0,1,13,0,1
401,3,1,39,0,0,1,8,0,1
402,3,1,26,0,0,1,8,0,0
403,3,0,21,1,0,2,10,0,0
404,3,1,28,1,0,2,16,0,0
405,3,0,20,0,0,1,9,0,0
406,2,1,34,1,0,2,21,0,0
407,3,1,51,0,0,1,8,0,0
408,2,1,3,1,1,3,19,0,1
409,3,1,21,0,0,1,8,0,0
410,3,0,0,3,1,5,25,0,0
411,3,1,0,0,0,1,8,0,0
412,3,1,0,0,0,1,7,1,0
413,1,0,33,1,0,2,90,1,1
414,2,1,0,0,0,1,0,0,0
415,3,1,44,0,0,1,8,0,1
416,3,0,0,0,0,1,8,0,0
417,2,0,34,1,1,3,33,0,1
418,2,0,18,0,2,3,13,0,1
419,2,1,30,0,0,1,13,0,0
420,3,0,10,0,2,3,24,0,0
421,3,1,0,0,0,1,8,2,0
422,3,1,21,0,0,1,8,1,0
423,3,1,29,0,0,1,8,0,0
424,3,0,28,1,1,3,14,0,0
425,3,1,18,1,1,3,20,0,0
426,3,1,0,0,0,1,7,0,0
427,2,0,28,1,0,2,26,0,1
428,2,0,19,0,0,1,26,0,1
429,3,1,0,0,0,1,8,1,0
430,3,1,32,0,0,1,8,0,1
431,1,1,28,0,0,1,27,0,1
432,3,0,0,1,0,2,16,0,1
433,2,0,42,1,0,2,26,0,1
434,3,1,17,0,0,1,7,0,0
435,1,1,50,1,0,2,56,0,0
436,1,0,14,1,2,4,120,0,1
437,3,0,21,2,2,5,34,0,0
438,2,0,24,2,3,6,19,0,1
439,1,1,64,1,4,6,263,0,0
440,2,1,31,0,0,1,11,0,0
441,2,0,45,1,1,3,26,0,1
442,3,1,20,0,0,1,10,0,0
443,3,1,25,1,0,2,8,0,0
444,2,0,28,0,0,1,13,0,1
445,3,1,0,0,0,1,8,0,1
446,1,1,4,0,2,3,82,0,1
447,2,0,13,0,1,2,20,0,1
448,1,1,34,0,0,1,27,0,1
449,3,0,5,2,1,4,19,2,1
450,1,1,52,0,0,1,31,0,1
451,2,1,36,1,2,4,28,0,0
452,3,1,0,1,0,2,20,0,0
453,1,1,30,0,0,1,28,2,0
454,1,1,49,1,0,2,89,2,1
455,3,1,0,0,0,1,8,0,0
456,3,1,29,0,0,1,8,2,1
457,1,1,65,0,0,1,27,0,0
458,1,0,0,1,0,2,52,0,1
459,2,0,50,0,0,1,11,0,1
460,3,1,0,0,0,1,8,1,0
461,1,1,48,0,0,1,27,0,1
462,3,1,34,0,0,1,8,0,0
463,1,1,47,0,0,1,39,0,0
464,2,1,48,0,0,1,13,0,0
465,3,1,0,0,0,1,8,0,0
466,3,1,38,0,0,1,7,0,0
467,2,1,0,0,0,1,0,0,0
468,1,1,56,0,0,1,27,0,0
469,3,1,0,0,0,1,8,1,0
470,3,0,1,2,1,4,19,2,1
471,3,1,0,0,0,1,7,0,0
472,3,1,38,0,0,1,9,0,0
473,2,0,33,1,2,4,28,0,1
474,2,0,23,0,0,1,14,2,1
475,3,0,22,0,0,1,10,0,0
476,1,1,0,0,0,1,52,0,0
477,2,1,34,1,0,2,21,0,0
478,3,1,29,1,0,2,7,0,0
479,3,1,22,0,0,1,8,0,0
480,3,0,2,0,1,2,12,0,1
481,3,1,9,5,2,8,47,0,0
482,2,1,0,0,0,1,0,0,0
483,3,1,50,0,0,1,8,0,0
484,3,0,63,0,0,1,10,0,1
485,1,1,25,1,0,2,91,2,1
486,3,0,0,3,1,5,25,0,0
487,1,0,35,1,0,2,90,0,1
488,1,1,58,0,0,1,30,2,0
489,3,1,30,0,0,1,8,0,0
